¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’±‚ø¬(°∆C),√÷¿˙±‚ø¬(°∆C),√÷∞Ì±‚ø¬(°∆C),10∫– √÷¥Ÿ ∞≠ºˆ∑Æ(mm),1Ω√∞£ √÷¥Ÿ∞≠ºˆ∑Æ(mm),¿œ∞≠ºˆ∑Æ(mm),√÷¥Î º¯∞£ «≥º”(m/s),√÷¥Î «≥º”(m/s),∆Ú±’ «≥º”(m/s),√÷º“ ªÛ¥ÎΩ¿µµ(%),∆Ú±’ ªÛ¥ÎΩ¿µµ(%)
90,º”√ ,2024-04-26,19.1,13.7,25.5,,,,7.7,5.7,1.9,22,51
90,º”√ ,2024-04-27,19.3,14,26.5,,,,8.6,5.3,2,23,54.9
90,º”√ ,2024-04-28,14.8,12.1,17.5,,,,12,7.9,4.1,52,71.1
90,º”√ ,2024-04-29,12.5,8.9,15.8,,,,9.1,5.6,2.9,59,74.3
90,º”√ ,2024-04-30,11.7,7.8,14.9,,,,7.5,4.6,2.3,66,77.8
90,º”√ ,2024-05-01,12.5,8.3,17.4,,,,7.7,5.3,2.5,51,72.6
90,º”√ ,2024-05-02,14.8,6.6,20.1,,,,10,7.1,2.7,46,63.9
90,º”√ ,2024-05-03,19.1,13,25.2,,,,7.7,5.7,1.9,23,48.1
90,º”√ ,2024-05-04,18,12.4,23.5,,,,7.8,5.6,2.2,40,62.3
90,º”√ ,2024-05-05,16.5,14.4,20.1,1,2,5.3,6.4,3.6,1.6,55,82.4
90,º”√ ,2024-05-06,16.7,13.2,22.8,,,,11.1,6,2.2,49,79.8
90,º”√ ,2024-05-07,10.7,9.1,13.1,1.5,4.4,22.2,10,6.7,3.5,72,88.8
90,º”√ ,2024-05-08,11.8,7.5,16.2,,,,6.9,5.4,2.2,55,73.1
90,º”√ ,2024-05-09,18.5,6.5,25.2,,,,13.2,6.7,2.6,24,44.1
90,º”√ ,2024-05-10,22,16.1,28.8,,,,12.1,6.8,2.8,20,38
90,º”√ ,2024-05-11,20.6,15,24.5,.2,.3,.3,14.4,8.3,3.5,25,50.9
90,º”√ ,2024-05-12,18.5,14,24.7,,,,12.7,7,3,27,44.6
90,º”√ ,2024-05-13,18.2,12.3,22.2,,,,9.9,6.3,2.9,30,46.8
90,º”√ ,2024-05-14,23.8,17.2,29.2,,,,13,5.5,2.9,19,27.1
90,º”√ ,2024-05-15,14.7,9.4,22.3,2.1,7,20.2,15.5,9.6,4.1,23,68.8
90,º”√ ,2024-05-16,12.6,8.7,16.8,1.2,3.5,14.3,15.3,10.2,3.8,42,65.4
90,º”√ ,2024-05-17,21,14.8,26.8,,,,16.7,7,3.4,22,39.8
90,º”√ ,2024-05-18,23.6,21.7,27,,,,14.3,7.2,3.2,18,37.8
90,º”√ ,2024-05-19,18.2,13.3,25.8,,,,13.4,9,2.9,16,56.3
90,º”√ ,2024-05-20,14.4,12.8,15.8,.5,.9,.9,5.3,3.3,1.7,68,78
90,º”√ ,2024-05-21,15.6,12.3,19.2,,,,9.5,6.7,2.7,59,75.5
90,º”√ ,2024-05-22,17.9,11.9,23,,,,9,7.1,2.9,50,75.3
90,º”√ ,2024-05-23,26.7,17.5,33.2,,,,9.6,5.4,2.3,23,36.8
90,º”√ ,2024-05-24,16.6,13.3,20.9,.1,.2,.2,9.3,6,2.5,43,74.8
90,º”√ ,2024-05-25,16.3,11.9,21,,,,13.2,8.3,3.2,43,71.6
90,º”√ ,2024-05-26,17.8,14.5,23,,,,9.1,4.5,1.9,64,77.8
90,º”√ ,2024-05-27,20.4,16.9,23.8,,,,14.9,7,3.2,34,44.6
90,º”√ ,2024-05-28,16.8,12.5,20.5,,,,8.4,5.4,2.4,39,62.4
90,º”√ ,2024-05-29,19.6,11.4,30.3,,,,10.8,4.8,1.6,24,59.5
90,º”√ ,2024-05-30,18.6,16.9,21.3,,,,6,3.5,1.4,36,68.6
90,º”√ ,2024-05-31,18,16.1,21.1,,,,6.3,4.6,1.8,66,81.6
90,º”√ ,2024-06-01,16.2,14.1,17.7,.3,1.1,1.3,8.1,4.6,2.1,70,84
90,º”√ ,2024-06-02,15.9,12,19.7,.3,.6,.6,4.8,3.1,1.6,65,81.6
90,º”√ ,2024-06-03,16.7,11.2,20.4,,,,5.2,3.7,2,62,76.4
90,º”√ ,2024-06-04,18,13.3,22.2,,,,8.9,6.4,2.9,52,75
90,º”√ ,2024-06-05,19.1,14.3,22.6,,,,6.7,5.2,2.1,64,82
90,º”√ ,2024-06-06,19.9,16.8,23.5,,,,8.5,5.9,2.1,67,82.9
90,º”√ ,2024-06-07,20.8,17.2,23.6,,,,7.6,5.7,2,52,76.9
90,º”√ ,2024-06-08,18.8,17.2,21.1,1.9,6.1,10.9,7.1,4.7,1.9,70,88.3
90,º”√ ,2024-06-09,22.4,16,26.7,,,,8.2,6.1,2.4,47,70.5
90,º”√ ,2024-06-10,23,19.7,27.9,,,,7.4,5.7,1.9,46,69.1
90,º”√ ,2024-06-11,24.9,18.7,29.9,,,,10.5,5.7,2.1,45,66.6
90,º”√ ,2024-06-12,26.5,21.6,34.2,,,,7.9,5.1,1.5,25,47.9
90,º”√ ,2024-06-13,23.2,20.2,26.8,,,,5.3,4.1,1.6,54,73.3
90,º”√ ,2024-06-14,22.7,19.8,26.1,,,,9.1,6.6,2.6,69,82.4
90,º”√ ,2024-06-15,22.1,20.2,25.5,6.1,7.1,10,6.6,3.6,1.7,69,83.4
90,º”√ ,2024-06-16,24.1,18.8,27.4,,,,10.8,5.4,2.1,37,57.8
90,º”√ ,2024-06-17,28.6,22.4,34.1,,,,10.4,5.5,2.7,25,34
90,º”√ ,2024-06-18,25.8,21.8,30.9,,,,10.5,5,2.2,28,57.6
90,º”√ ,2024-06-19,24.5,20.2,28.6,,,,7,4.6,1.9,55,73.9
90,º”√ ,2024-06-20,25.6,21.5,30.5,,,,8.2,6.2,1.6,39,62.4
90,º”√ ,2024-06-21,23.8,20.8,28,,,,10,6.4,2.6,54,76.5
90,º”√ ,2024-06-22,22,21.5,23.2,.9,3.6,8.3,5.9,3.2,1.6,84,90.1
90,º”√ ,2024-06-23,21.4,20.5,23.7,3.6,5.2,17.7,7.7,4.9,1.9,83,93.3
90,º”√ ,2024-06-24,22.7,20.1,25,,,,8.5,4.7,2.4,63,82
90,º”√ ,2024-06-25,22.7,18.5,27,,,,11.3,6.4,2.4,34,57.1
90,º”√ ,2024-06-26,23.1,18.2,26.6,,,,7.6,5.3,2.2,49,72.3
90,º”√ ,2024-06-27,24.9,19.7,31.3,,,,8.5,6.4,2.2,39,67
90,º”√ ,2024-06-28,23.7,20,27.4,,,,7.4,5.3,2.3,48,72
90,º”√ ,2024-06-29,24.4,19.6,28.4,4,17.8,20.2,7.1,5,2.2,56,78.8
90,º”√ ,2024-06-30,22.4,20.9,24.4,6.4,18.3,64.8,12.3,7,2.3,77,90.9
90,º”√ ,2024-07-01,24.7,20.5,31.4,,,,10.5,6.1,2.3,53,80.3
90,º”√ ,2024-07-02,21.4,20.9,22.4,3.8,11.6,44.5,8,5.4,2.2,89,93.4
90,º”√ ,2024-07-03,26.5,20.7,30.1,.2,.4,.5,17,8.6,3.6,48,65.3
90,º”√ ,2024-07-04,27.8,24.8,31.9,.8,.9,.8,11.7,6.1,2.8,49,62.4
90,º”√ ,2024-07-05,28,24.5,31.9,.6,1.1,1.4,18.4,8.5,3.6,40,56.9
90,º”√ ,2024-07-06,26.8,23.1,33.1,.1,.1,.1,15.2,7.7,2.4,52,69.4
90,º”√ ,2024-07-07,27.5,25.3,30.2,,,,16,7.7,4.1,46,60.5
90,º”√ ,2024-07-08,25.9,23.5,30.1,.7,1.1,2.5,8.1,4.6,1.5,61,82.4
90,º”√ ,2024-07-09,24.3,22.6,27.3,.8,1.2,2.1,6.3,4.2,1.9,71,87
90,º”√ ,2024-07-10,22.7,21,25,.6,1.2,4.4,9,5.5,2.5,78,90.4
90,º”√ ,2024-07-11,24.1,19.2,28.4,,,,7.3,5.3,2.3,56,79
90,º”√ ,2024-07-12,24.2,21.9,26.8,,,,6,4.4,1.7,77,86.9
90,º”√ ,2024-07-13,23.6,22.2,26.1,,,,4.6,3.4,1.5,79,89.8
90,º”√ ,2024-07-14,22.2,20.4,23.3,.1,.1,.1,4.9,3.2,1.4,82,90.3
90,º”√ ,2024-07-15,22.7,21.2,24.8,.2,.2,.2,5.7,4.1,1.6,76,90.8
90,º”√ ,2024-07-16,24.5,22.4,27.8,.3,.9,1.1,5.7,4.1,1.8,75,89.9
90,º”√ ,2024-07-17,25,23.2,28.9,2.3,7.4,31.6,8.5,4.2,1.7,62,88
90,º”√ ,2024-07-18,24.7,22.1,26.9,.6,2.1,6.4,9.4,5.5,2,69,87.1
90,º”√ ,2024-07-19,28.4,24.9,32.6,,,,10.9,5.5,2.2,49,64.8
90,º”√ ,2024-07-20,27.8,24.9,31.5,0,0,0,12.2,6.8,1.9,47,69
90,º”√ ,2024-07-21,30.4,26.7,32.8,0,0,0,20.6,11.6,4.5,46,55.3
90,º”√ ,2024-07-22,29.8,26.3,33,.2,.2,.3,12.8,6.3,2.8,51,64
90,º”√ ,2024-07-23,30.3,25,32.6,3,3.3,3.3,17.4,7.6,3.8,49,57.8
90,º”√ ,2024-07-24,29.6,25.6,34.7,,,,11.6,6,2.4,48,65.8
90,º”√ ,2024-07-25,29,26.6,33.1,,,,5.9,3.9,1.6,54,73.5
90,º”√ ,2024-07-26,27,25.2,29.4,1.8,2.6,5.4,4.9,3,1.6,76,89.3
90,º”√ ,2024-07-27,27.5,25.8,32.1,.8,2.8,4.4,4.8,2.7,1.1,67,89.3
90,º”√ ,2024-07-28,31.3,26.5,36.5,,,,17.5,8.7,2.9,44,62.8
90,º”√ ,2024-07-29,31.8,30.3,34.3,.2,.2,.2,13.5,8.3,4.5,52,59.4
90,º”√ ,2024-07-30,32,30,35.2,,,,12.1,5.1,2.7,50,60.1
90,º”√ ,2024-07-31,30.3,27.4,34.2,,,,8.1,5.4,2.3,49,67.1
90,º”√ ,2024-08-01,31.5,27.1,36.6,,,,8.5,4.7,1.9,45,63.4
90,º”√ ,2024-08-02,29.8,27.6,34.2,0,0,0,15.5,6.9,2,58,74.4
90,º”√ ,2024-08-03,31.4,27.2,35.2,,,,6.9,4.6,2,50,66.1
90,º”√ ,2024-08-04,28.5,26.5,32.1,,,,7.1,4.8,2.4,70,82.5
90,º”√ ,2024-08-05,28.1,26.1,31.8,2.9,3.3,3.3,8.6,6,2.9,71,84.3
90,º”√ ,2024-08-06,27.3,24.8,30.5,0,.1,0,8.5,5.4,2.1,73,85.5
90,º”√ ,2024-08-07,28.5,24.9,31.9,0,0,0,6.1,3.8,1.6,60,77.4
90,º”√ ,2024-08-08,28.2,25.5,30.6,,,,5.7,3.3,1.6,61,78.3
90,º”√ ,2024-08-09,28,24.2,31.9,,,,7.2,5,2.2,67,82.5
90,º”√ ,2024-08-10,27.9,24.1,31.9,,,,8.7,6.4,3,66,81
90,º”√ ,2024-08-11,27.1,22.5,31.1,,,,10.6,7,3.4,65,80.4
90,º”√ ,2024-08-12,26.5,21.9,30.9,,,,5.3,3.3,1.7,67,82.9
90,º”√ ,2024-08-13,26.8,23.3,30.4,,,,7,4.5,1.7,67,80.5
90,º”√ ,2024-08-14,26.9,22.9,30.4,,,,4.2,3.5,1.5,68,80.1
90,º”√ ,2024-08-15,26.9,22.6,31.1,,,,4.8,3.6,1.8,60,75.5
90,º”√ ,2024-08-16,26.7,23,30.8,,,,5.3,3.9,1.7,62,79.4
90,º”√ ,2024-08-17,27.6,23.6,31.7,,,,6.3,4.3,2.1,63,78.6
90,º”√ ,2024-08-18,27.5,24.2,31.7,,,,9.2,6.4,2.5,67,79.4
90,º”√ ,2024-08-19,28,24.4,31.8,,,,6.8,4.7,1.9,62,79.9
90,º”√ ,2024-08-20,27.9,25.2,31.4,6.3,16.4,23.8,6.8,4.7,2,74,86
90,º”√ ,2024-08-21,26.7,25.8,27.6,2.5,6.8,14.7,4.9,2.8,1.1,90,93.5
90,º”√ ,2024-08-22,30,26,33.9,.3,.5,.5,14.7,7.2,2.8,52,72.1
90,º”√ ,2024-08-23,31.3,28.1,35.3,,,,16.4,7.6,3.8,40,52.5
90,º”√ ,2024-08-24,27.4,25,30.3,,,,5.4,3.7,1.8,61,77.8
90,º”√ ,2024-08-25,26.5,24.4,29.6,,,,4.9,3.2,1.5,72,83.8
90,º”√ ,2024-08-26,26.2,24.2,29.4,,,,5.2,3.6,1.6,75,86.6
90,º”√ ,2024-08-27,24.9,22.2,27.7,.2,.3,.4,6.1,4.7,1.7,69,84.6
90,º”√ ,2024-08-28,25.4,22.3,29.8,.1,.1,.1,5.6,3.7,2,63,79.6
90,º”√ ,2024-08-29,25.2,21.4,27.7,.7,1.5,2.6,8.5,5.4,2.7,71,82.3
90,º”√ ,2024-08-30,24.9,21.9,28.4,.4,.9,1,6.2,3.3,1.8,63,81.6
90,º”√ ,2024-08-31,24.6,20.7,29.1,,,,8.2,5.8,2.5,54,72.8
90,º”√ ,2024-09-01,25.8,20,31.3,,,,8.4,5.9,2,59,75.8
90,º”√ ,2024-09-02,22.3,20.6,25.8,2.7,7.8,23,8.2,4,1.9,71,88.4
90,º”√ ,2024-09-03,22.4,19,26.8,,,,5.1,3.2,2,51,74.6
90,º”√ ,2024-09-04,23.4,18.4,27.7,,,,10,7.2,2.8,63,77.4
90,º”√ ,2024-09-05,26.3,21.1,30,,,,9.7,4.1,1.8,56,72.8
90,º”√ ,2024-09-06,23.3,21.5,26.1,1.5,4.3,6,12.1,7.1,1.9,60,76.9
90,º”√ ,2024-09-07,23.7,21.2,27.1,.2,.2,.2,4.3,2.9,1.5,65,81.5
90,º”√ ,2024-09-08,24.3,20.9,27.7,.5,.6,1.4,5,3.6,1.5,73,86.8
90,º”√ ,2024-09-09,25.4,22.9,29.1,,,,6.3,4.3,1.8,71,86.9
90,º”√ ,2024-09-10,26.6,22.6,30.3,,,,6.8,5.1,1.9,65,84
90,º”√ ,2024-09-11,24.9,22.4,28.6,.4,.6,.6,8.2,4.4,1.9,75,84.8
90,º”√ ,2024-09-12,21.9,21.3,23,1.3,2.4,5.9,4.9,2.7,1.5,86,93.5
90,º”√ ,2024-09-13,23.3,21.2,24.8,1.6,3.6,10.7,6.1,3.5,1.3,86,93
90,º”√ ,2024-09-14,22.1,21.2,23.8,4,7.9,18.4,9.9,5.4,2.1,80,91.8
90,º”√ ,2024-09-15,20.4,19.3,21.8,3.2,6.6,39.5,8.6,4.8,2.4,90,96.4
90,º”√ ,2024-09-16,21.3,19.4,23.4,.1,.4,.4,4.2,2.7,1.6,73,88.1
90,º”√ ,2024-09-17,24.3,20.8,28.2,0,0,0,5.7,3.7,1.6,75,87.6
90,º”√ ,2024-09-18,23.4,22.4,24.7,14.1,48.6,70.4,5.4,3.2,1.2,87,93.3
90,º”√ ,2024-09-19,24.1,23.1,26.1,.4,.6,.6,5.4,3,1.5,83,92
90,º”√ ,2024-09-20,21.9,16.7,26,16.4,50.5,128.2,15.4,9.4,3.2,88,93.3
90,º”√ ,2024-09-21,17.9,17.3,18.4,2.4,7.3,89.2,12.9,8.5,6.1,89,95.4
90,º”√ ,2024-09-22,17.4,15.6,19.8,14.1,30,53,13.3,8.2,4.1,75,89.1
90,º”√ ,2024-09-23,17.8,14.2,22.2,,,,6,3.4,2.2,48,70.3
90,º”√ ,2024-09-24,17.8,13.4,22.6,,,,5,3.4,2.2,54,75.3
90,º”√ ,2024-09-25,19.7,15.2,23.2,,,,3.9,2.8,1.5,72,85
90,º”√ ,2024-09-26,20.8,18.7,24.1,.6,1.8,3.8,5.8,3.9,1.6,77,89.8
90,º”√ ,2024-09-27,20.6,18.3,22.5,4.9,6.6,6.6,11.1,7.4,3.2,73,84.6
90,º”√ ,2024-09-28,20,16.9,23.5,,,,4.8,3.4,2.2,56,73.4
90,º”√ ,2024-09-29,19,15.5,23.5,,,,4.4,3.3,1.7,66,81.5
90,º”√ ,2024-09-30,20.5,14,25.8,,,,8.7,6.5,2.4,53,72.3
90,º”√ ,2024-10-01,20.8,15.2,25,,,,17.1,9.3,2.9,36,55.4
90,º”√ ,2024-10-02,15,11.5,18.6,,,,10.5,5.8,2.5,31,54.9
90,º”√ ,2024-10-03,15.4,11.7,19.7,.6,1.4,1.4,7.9,5,2.5,46,72.1
90,º”√ ,2024-10-04,16.4,11.9,21.8,,,,5.9,4.2,2.1,33,64
90,º”√ ,2024-10-05,17.1,11.6,22.5,,,,6.4,4.6,2.2,48,70
90,º”√ ,2024-10-06,17,12.8,20.1,,,,4.9,3,1.6,65,77.1
90,º”√ ,2024-10-07,17.4,14.6,21.3,,,,6.3,4,1.9,49,71.4
90,º”√ ,2024-10-08,15.3,14.2,17.1,3.7,6.9,32.1,8,4.6,2,77,91.4
90,º”√ ,2024-10-09,16.8,14.1,21.1,0,0,0,5.2,3.4,1.7,57,79.1
90,º”√ ,2024-10-10,15.5,12,20.7,.2,.2,.2,4.4,3,1.6,55,81.1
90,º”√ ,2024-10-11,17.2,12.5,22.4,,,,6.8,4.9,2.1,59,76.6
90,º”√ ,2024-10-12,17.8,12.7,24.1,,,,5.7,3.7,1.7,40,65.3
90,º”√ ,2024-10-13,18.4,12.7,22.3,,,,4.6,3.2,1.7,61,75.6
90,º”√ ,2024-10-14,18.7,15.9,21.6,0,0,0,3.5,2.6,1.3,65,78.1
90,º”√ ,2024-10-15,19.8,15.6,23.7,,,,9.7,4.8,1.7,58,71.9
90,º”√ ,2024-10-16,17.6,14.2,20.9,.2,.3,.8,8.1,5.7,2.3,60,81.8
90,º”√ ,2024-10-17,17.4,13.1,22.9,,,,6.6,4.5,1.8,64,83.8
90,º”√ ,2024-10-18,17.1,14.5,19.8,5,16.6,44.7,7.7,3.4,1.7,75,88.6
90,º”√ ,2024-10-19,13.4,10,16.6,2.1,6.5,21.7,13.7,8.1,3.5,53,84.5
90,º”√ ,2024-10-20,12.8,12.1,13.9,,,,12.2,6.8,3.8,47,57.9
90,º”√ ,2024-10-21,14.4,10.7,17.6,.1,.1,.1,4,2.9,1.5,59,75
90,º”√ ,2024-10-22,14.7,13.8,15.6,1.5,5.1,32.5,5.9,2.8,1.3,90,94.6
90,º”√ ,2024-10-23,14.9,10.4,19.2,,,,26.4,12.6,3.5,36,57.5
90,º”√ ,2024-10-24,13.3,8.1,19,,,,7.2,3.8,2.2,34,59.9
90,º”√ ,2024-10-25,15.6,10.9,20.7,,,,5.5,3.5,2.2,58,74
90,º”√ ,2024-10-26,16,12.1,20.3,,,,6.6,3.2,1.8,75,84.5
90,º”√ ,2024-10-27,16.3,13.3,19.9,,,,6.7,3.3,1.7,54,76.9
90,º”√ ,2024-10-28,14,11.5,17.3,1.1,2.5,9.7,11.8,9.3,3.2,70,87.6
90,º”√ ,2024-10-29,14,9,19.1,,,,9.8,5.7,2.2,51,76
90,º”√ ,2024-10-30,15.3,11,21.2,,,,4.5,3.3,1.7,40,65.9
90,º”√ ,2024-10-31,15.2,9.4,21,,,,7.1,4.9,1.9,45,70.9
90,º”√ ,2024-11-01,16.4,12.6,19.9,,,,3.8,2.7,1.5,58,69.9
90,º”√ ,2024-11-02,16,12.4,19,,,.4,12.9,8.3,2.7,63,78.4
90,º”√ ,2024-11-03,17.2,10.5,20.5,,,,9.7,7.1,2.9,49,67.9
90,º”√ ,2024-11-04,17.3,12.4,20.8,,,,11.5,6.9,2.6,35,49.8
90,º”√ ,2024-11-05,11.3,8.4,13.8,,,9.7,11,6.3,2.2,45,73.5
90,º”√ ,2024-11-06,8.4,4.3,13.2,,,,8.5,4.3,2.6,22,48.9
90,º”√ ,2024-11-07,9.8,5.5,15.4,,,,4.1,3.1,2.2,37,61.8
90,º”√ ,2024-11-08,10.9,7.2,15.7,,,,4.5,3,2,50,72.3
90,º”√ ,2024-11-09,12.3,7.3,17.8,,,,6.5,4,2.1,61,76.9
90,º”√ ,2024-11-10,14.1,9.1,20.8,,,,5.2,4,1.6,44,68.8
90,º”√ ,2024-11-11,14.3,11.3,18.6,,,.2,12.5,8.2,2.5,55,76.1
90,º”√ ,2024-11-12,16.2,11.7,21.8,,,0,10.2,6.5,2.5,27,58
90,º”√ ,2024-11-13,14.3,10.6,18,,,0,9.1,5.8,3.2,56,70.4
90,º”√ ,2024-11-14,14.6,10.5,19.3,,,.5,5.5,3.1,1.5,50,75.5
90,º”√ ,2024-11-15,16.4,13.6,21.1,,,,4.3,3.3,1.5,50,76.4
90,º”√ ,2024-11-16,17.2,14.3,20.9,,,0,6.7,4.7,1.6,58,79.5
90,º”√ ,2024-11-17,11.2,5.6,18.5,,,,12.1,4.9,2.6,31,50.9
90,º”√ ,2024-11-18,3.4,.5,7.1,,,,9.9,5.4,2.5,24,42.5
90,º”√ ,2024-11-19,6.4,1.1,12.1,,,,7.5,4.9,2.3,42,59.6
90,º”√ ,2024-11-20,10.1,5.1,15.3,,,,10.4,6.1,2.4,29,42.9
90,º”√ ,2024-11-21,11.2,7,15,,,,9.4,4.7,2.3,42,50.3
90,º”√ ,2024-11-22,7.6,5,10.9,,,,10.6,5.1,2.6,30,43.1
90,º”√ ,2024-11-23,6.1,2.7,10.3,,,.3,9.4,6.2,2.1,32,68.4
90,º”√ ,2024-11-24,7.2,2.3,13.3,,,,5.3,3.3,2.1,33,59.9
90,º”√ ,2024-11-25,9.9,4.7,14.1,,,,6.1,3.3,1.9,40,57.9
90,º”√ ,2024-11-26,9,5.8,12.9,,,6,19.5,9.5,3.6,37,60.3
90,º”√ ,2024-11-27,1.9,-.3,6,,,.5,14,7.1,3.7,40,54.6
90,º”√ ,2024-11-28,3,.5,6.7,,,,16.7,8.3,4.2,36,46.9
90,º”√ ,2024-11-29,3.3,-.9,7.2,,,,16.3,8.1,3,21,37
90,º”√ ,2024-11-30,7.1,1.8,11.3,,,,15.6,8.5,3.7,26,44.9
90,º”√ ,2024-12-01,9.6,4.2,13.1,,,,9.4,5.6,2.3,40,53.3
90,º”√ ,2024-12-02,11.5,6.6,15.5,,,,14,5.8,2.3,35,50.4
90,º”√ ,2024-12-03,4.1,.1,8.4,,,,10.1,6.6,2.4,14,30.6
90,º”√ ,2024-12-04,4.6,-.1,9.3,,,,13.7,7.3,2.8,11,25.3
90,º”√ ,2024-12-05,5.4,1.3,9,,,,17.1,7.7,4.4,15,28.9
90,º”√ ,2024-12-06,4.1,.1,8.1,,,,17.7,8.9,4,14,22.4
90,º”√ ,2024-12-07,2.1,-.9,6.2,,,,13.8,7.8,3.5,20,32.4
90,º”√ ,2024-12-08,.8,-3.3,7.2,,,,6.8,4,1.8,19,33.9
90,º”√ ,2024-12-09,3,-2.3,8.7,,,,5.8,3.2,1.8,19,30.5
90,º”√ ,2024-12-10,4.3,-.8,9.2,,,,5.8,3.8,1.8,22,35.1
90,º”√ ,2024-12-11,3.5,1.1,6.9,,,3.1,12.2,7.8,2.6,30,67.9
90,º”√ ,2024-12-12,3.2,-.4,7.7,,,,6.1,3.7,1.8,24,52
90,º”√ ,2024-12-13,3.1,-.7,6.9,,,,10,5.6,2.2,18,26
90,º”√ ,2024-12-14,1.4,-3.3,5.5,,,,14.7,8.8,3.1,18,27.6
90,º”√ ,2024-12-15,2.3,-.8,6.4,,,,18.4,9.6,3.9,22,32.9
90,º”√ ,2024-12-16,1.5,-2.8,6.1,,,,13.5,6.3,3.1,24,33
90,º”√ ,2024-12-17,1.4,-2.3,6.2,,,,14.5,6.9,3.3,16,27
90,º”√ ,2024-12-18,-.2,-4.8,3.8,,,,7.9,4.3,2.4,25,43.1
90,º”√ ,2024-12-19,2.1,-1.6,7.1,,,,7.4,4.7,2.3,26,45
90,º”√ ,2024-12-20,3.5,.6,6.9,,,,15.4,8.8,3.1,16,36.4
90,º”√ ,2024-12-21,1.8,-1.9,5.5,,,.1,13.3,7.7,3,38,50.9
90,º”√ ,2024-12-22,-.7,-4.4,4.4,,,,7.7,4.8,2.2,20,33.3
90,º”√ ,2024-12-23,2.7,-1.4,6.5,,,,14.3,7.5,3.2,19,28.5
90,º”√ ,2024-12-24,2,-1.5,7.1,,,,7.6,4.7,2.1,19,33.1
90,º”√ ,2024-12-25,4.1,.3,6.4,,,,15.6,8.7,3.1,18,37.9
90,º”√ ,2024-12-26,3.3,-1.6,7.3,,,,18,9.4,3.9,17,30.8
90,º”√ ,2024-12-27,-.9,-5,2.8,,,,15.6,9,3.6,19,29
90,º”√ ,2024-12-28,-.7,-5.2,2.1,,,,17.5,8.7,3.2,19,26.8
90,º”√ ,2024-12-29,3,-2.1,7,,,,14.6,9,2.5,16,30.4
90,º”√ ,2024-12-30,7,3,10.2,,,,13.3,5.8,2.7,36,45.8
90,º”√ ,2024-12-31,3.5,.1,7.2,,,,15.8,8,3.3,17,25.3
90,º”√ ,2025-01-01,4.5,-.5,8,,,,11.6,6,3.3,22,38.8
90,º”√ ,2025-01-02,2.8,-1.1,7.2,,,,9.8,5.9,2.1,17,26.5
90,º”√ ,2025-01-03,.1,-2.5,3.8,,,,12,7,3.2,16,26.6
90,º”√ ,2025-01-04,1.5,-3.2,5.6,,,,9.8,5.2,2.4,18,34.3
90,º”√ ,2025-01-05,4.3,.4,8.1,,,,9.7,5.4,2.1,40,52
90,º”√ ,2025-01-06,3.9,-1.1,8.3,,,0,11.4,6,2.8,36,50
90,º”√ ,2025-01-07,-1.3,-3.9,1.4,,,,15.9,10.2,4.3,20,30.3
90,º”√ ,2025-01-08,-1.7,-5.6,2.7,,,,16.5,9.3,3.7,20,28.4
90,º”√ ,2025-01-09,-8.6,-11.5,-5.7,,,,15.4,8.8,4.2,17,26.5
90,º”√ ,2025-01-10,-5,-9.5,1.1,,,,8.4,5.6,3.2,21,31.1
90,º”√ ,2025-01-11,-2.8,-6.7,2.5,,,,5.7,3.8,2.2,35,43.1
90,º”√ ,2025-01-12,-.8,-4.9,4.5,,,,6.8,4.4,2.5,20,34
90,º”√ ,2025-01-13,1.9,-3,5.3,,,,14.9,7.7,3,24,43.4
90,º”√ ,2025-01-14,4.3,.8,8.3,,,,11.7,6.6,3.2,25,42.5
90,º”√ ,2025-01-15,-1.5,-3.6,1.6,,,,11.6,7.5,3.5,16,23.3
90,º”√ ,2025-01-16,.5,-3,4.7,,,,12.4,7.9,3,22,45.4
90,º”√ ,2025-01-17,1.3,-3,7.1,,,,5.8,4.1,2.2,33,45
90,º”√ ,2025-01-18,4.3,-1.5,9.6,,,,13,7.4,2,13,30.8
90,º”√ ,2025-01-19,5.6,-.7,9.5,,,,17.7,8.9,3.8,13,40.4
90,º”√ ,2025-01-20,3.5,0,7.3,,,,5.5,3.5,1.6,53,64.9
90,º”√ ,2025-01-21,4.6,-.2,10,,,,7.6,4.1,1.9,28,52.3
90,º”√ ,2025-01-22,5.5,1,10.6,,,,10.9,6.7,2.3,24,41.9
90,º”√ ,2025-01-23,2.9,-1.2,7.9,,,,5.9,3.4,1.9,21,46.1
90,º”√ ,2025-01-24,2.9,-.7,6.9,,,7.9,8.9,4.4,2.4,56,74.1
90,º”√ ,2025-01-25,2.9,1.6,4.3,,,5.4,7.4,4.2,2.2,56,80.5
90,º”√ ,2025-01-26,2.6,.7,5,,,,7.5,4.6,1.9,50,70.8
90,º”√ ,2025-01-27,1.6,-1.7,7.8,,,1.2,21.6,11,3.6,35,64.5
90,º”√ ,2025-01-28,-2.5,-3.5,-1.4,,,,22.7,12.4,6.3,37,43.8
90,º”√ ,2025-01-29,-2.4,-4.4,.5,,,,23.2,11,5.2,23,35.9
90,º”√ ,2025-01-30,-.7,-5.4,4,,,,19.6,11.4,5.3,11,22
90,º”√ ,2025-01-31,3.1,-.5,6,,,,7.5,5,2.3,35,49.9
